Date,Close,Volume
2026-06-17 00:00:00-04:00,-0.23027198909642888,
2026-06-18 00:00:00-04:00,-0.228815616625905,
2026-06-22 00:00:00-04:00,-0.23223999157476882,
2026-06-23 00:00:00-04:00,-0.22842335845165085,
2026-06-24 00:00:00-04:00,-0.22280591897358892,
2026-06-25 00:00:00-04:00,-0.2226664198546393,
2026-06-26 00:00:00-04:00,-0.2231618173927572,
2026-06-29 00:00:00-04:00,-0.2114266581220381,
2026-06-30 00:00:00-04:00,-0.19037090566266546,
2026-07-01 00:00:00-04:00,-0.1931719129191638,
2026-07-02 00:00:00-04:00,-0.20820878991920466,
2026-07-06 00:00:00-04:00,-0.20643911425056238,
2026-07-07 00:00:00-04:00,-0.2032360954010164,
2026-07-08 00:00:00-04:00,-0.21839703432894808,
2026-07-09 00:00:00-04:00,-0.23377458989014954,
2026-07-10 00:00:00-04:00,-0.23690875529795896,
2026-07-13 00:00:00-04:00,-0.22952122169836198,
2026-07-14 00:00:00-04:00,-0.22309790829788678,
2026-07-15 00:00:00-04:00,-0.22622282175596542,
2026-07-16 00:00:00-04:00,-0.2286754537600375,
2026-07-17 00:00:00-04:00,-0.23802505743699864,
2026-07-20 00:00:00-04:00,-0.2436197801298814,
2026-07-21 00:00:00-04:00,-0.2284340205440456,
2026-07-22 00:00:00-04:00,-0.22048108337135108,
2026-07-23 00:00:00-04:00,-0.21224084813846122,
2026-07-24 00:00:00-04:00,-0.213823422515258,
2026-07-27 00:00:00-04:00,-0.20284888534490353,
2026-07-28 00:00:00-04:00,-0.20127106542955175,
2026-07-29 00:00:00-04:00,-0.1998787344646713,
2026-07-30 00:00:00-04:00,-0.20081883752004526,
2026-07-31 00:00:00-04:00,-0.2338455037846856,
2026-08-03 00:00:00-04:00,-0.2175751970187747,
2026-08-04 00:00:00-04:00,-0.2101991380675301,
2026-08-05 00:00:00-04:00,-0.20427012649321163,
2026-08-06 00:00:00-04:00,-0.1983357680075244,
2026-08-07 00:00:00-04:00,-0.19581849679803476,
2026-08-10 00:00:00-04:00,-0.1964424482442828,
2026-08-11 00:00:00-04:00,-0.20531833638650188,
2026-08-12 00:00:00-04:00,-0.20532617285943555,
2026-08-13 00:00:00-04:00,-0.21806732165912646,
2026-08-14 00:00:00-04:00,-0.22028366363129148,
2026-08-17 00:00:00-04:00,-0.21878025414085922,
2026-08-18 00:00:00-04:00,-0.2085902769703445,
2026-08-19 00:00:00-04:00,-0.22215982635311882,
2026-08-20 00:00:00-04:00,-0.21386810287699287,
2026-08-21 00:00:00-04:00,-0.217714284402569,
2026-08-24 00:00:00-04:00,-0.21347793450334684,
2026-08-25 00:00:00-04:00,-0.2186013794852535,
2026-08-26 00:00:00-04:00,-0.2355699915738656,
2026-08-27 00:00:00-04:00,-0.24449416068420415,
2026-08-28 00:00:00-04:00,-0.2531773844566061,
2026-08-31 00:00:00-04:00,-0.24746180786387573,
2026-09-01 00:00:00-04:00,-0.2488805927529576,
2026-09-02 00:00:00-04:00,-0.2547673874732421,
2026-09-03 00:00:00-04:00,-0.264481773503495,
2026-09-04 00:00:00-04:00,-0.2685627474114627,
2026-09-08 00:00:00-04:00,-0.2668643569684068,
2026-09-09 00:00:00-04:00,-0.2638199004289481,
2026-09-10 00:00:00-04:00,-0.25282632725028176,
2026-09-11 00:00:00-04:00,-0.25432875947951583,
